Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAnalystjobs,JobtickAvgsalary,JobtickDashboard,JobtickEngineerjobs,jobtickExcel,jobtickPython,JobtickScientistjobs,jobtickSQL,YearsofExperience
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,25-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Hardware, Support, Network & System","['Leading Financial Group', 'MS SQL & Cloud', 'Perm Senior Position']",/hk/en/job/mssql-postgresql-dba-financial-institution-100003008766096,MSSQL / PostgreSQL DBA - Financial Institution,"Full Time, Permanent",Degree,HK$55K-70K/month,Data Scientist,0,62,0,0,0,0,0,1,7
Not Specified,Middle,Yusen Logistics Global Management Limited,Not Specified,23-09-2021,22-10-2021,0,['hr.ylhk @ hk.yusen-logistics.comYusen'],Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Support, Software Development, Technical Writing","['Knowledge of EDI, API, SQL, MS Azure and Logic App', 'Exp. in Windows platforms and Microsoft SQL Server', 'Acquire system requirements, design and implement']",/hk/en/job/system-analyst-100003008758658,System Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,5
Not Specified,Senior,OKIA Optical Co Limited,http://www.okia.com,29-09-2021,22-10-2021,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), Network & System","['5 days work', 'double pay', 'bonus scheme']",/hk/en/job/senior-erp-system-analyst-erp-consultant-5-days-work-100003008779342,Senior ERP System Analyst / ERP Consultant (5 days work),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,0,0,0,1,3
Not Specified,Middle,Eastech Systems Limited,http://www.eastech.com.hk,30-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Others, Student / Fresh Graduate / No Experience","['Team Work', '5 days work week', 'Flexible working environment']",/hk/en/job/programmer-senior-programmer-100003008784629,Programmer / Senior Programmer,"Full Time, Permanent",Degree,HK$20K-35K/month,Data Scientist,0,27,0,0,0,1,0,1,2
Not Specified,Senior,EY,Not Specified,30-09-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Security","['Technology Consulting', 'Cyber Governance/Regulatory', '3 to 5 years of related experience']",/hk/en/job/technology-consulting-cyber-security-cyber-governance-senior-associate-manager-100003008782558,Technology Consulting - Cyber Security (Cyber Governance) - Senior Associate/Manager,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,3
Not Specified,Middle,HKT Enterprise Solutions,http://www.pccw.com,28-09-2021,22-10-2021,['2883 8518'],no-email@email.com,Telecommunication,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Product Management / Business Analyst, Mobile / Wireless Communications","['Work with business users', 'Prepare the test case and conduct UAT', 'Provide system training']",/hk/en/job/business-process-analyst-100003008774802,Business Process Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,4
Not Specified,Entry,KDDI Hong Kong Limited,http://www.kddi.net.hk/,29-09-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Engineering, Others, Information Technology (IT), Support, Network & System","['Year End Bonus + Performance Bonus', 'Fresh graduates will be considered', 'OT payment + shift allowance']",/hk/en/job/operation-engineer-5-day-work-week-100003008777133,Operation Engineer (5-day work week),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Entry,Anglo East Surety Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Security / Fire / Electronic Access Controls,"Information Technology (IT), Hardware, Support, Network & System","['Provide hardware, software installation & support', 'Provide support for network, security technician', 'Daily check on systems, servers and network']",/hk/en/job/i-t-support-100003008779807,I.T. Support,"Full Time, Permanent",Matriculated,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Entry,Peplink International Limited,http://www.peplink.com,28-09-2021,22-10-2021,0,[],Information Technology,"Engineering, Electrical / Electronics, Telecommunication / Wireless / Radio, Information Technology (IT), Testing / QA","['Degree in Electronic Engineering or related', '2-month discretionary bonus & Stock options', 'Flexible working hours & Five-day work']",/hk/en/job/assistant-engineer-100003008776272,Assistant Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,1,0,0,0,1
Not Specified,Entry,GrammyTech Limited,http://www.grammytech.com,29-09-2021,22-10-2021,0,['eddieng @grammytech.com'],Human Resources Management/Consultancy,"Information Technology (IT), Network & System","['Technical support', 'Windows Operating System', 'VMware']",/hk/en/job/system-engineer-100003008778850,System Engineer,"Full Time, Permanent",Non-Degree Tertiary,HK$25K-35K/month,Data Scientist,0,30,0,1,0,0,0,0,1
Not Specified,Middle,Nikoyo (HK) Limited,http://www.nikoyo.com,30-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Product Management / Business Analyst, Network & System","['professional services', 'storage system solutions', 'project documentation']",/hk/en/job/systems-support-engineer-100003008780053,Systems Support Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,2
Not Specified,Entry,XY Capital Limited,Not Specified,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Analyst, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['work experience in transaction cost analysis (TCA)', 'A supportive and collaborative work environment', 'Provision of daily breakfast and lunch']",/hk/en/job/execution-quantitative-researcher-hong-kong-100003008770711,Execution Quantitative Researcher – Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Rotam Agrochemical Company Limited,http://www.rotam.com,29-09-2021,22-10-2021,['20210929'],no-email@email.com,Medical/Pharmaceutical,"Information Technology (IT), DBA, Software Development, Testing / QA","['4 months contract developer (Oct 21 - Jan 22)', 'ASP.NET Core web app, enhance existing web app', ""Min 5 yrs' exp, SQL, C#, Visual studio, good Eng""]",/hk/en/job/developer-4-month-contract-100003008778198,Developer (4-month contract),"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,1
Not Specified,Middle,Ralph Lauren,http://www.ralphlauren.com,30-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Application Specialist - Software","['Microsoft D365 applications', '5+ years experience in D365', 'APAC Exposure']",/hk/en/job/senior-it-analyst-microsoft-d365-100003008783537,Senior IT Analyst (Microsoft D365),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,5
Not Specified,Senior,Tricor Services Limited,http://www.hk.tricorglobal.com/HK/index.shtml,04-10-2021,22-10-2021,0,no-email@email.com,General Business Services,"Information Technology (IT), Security","['High autonomy to choose the right tools', 'Identity & Data security', 'Kwun Tong']",/hk/en/job/security-engineering-manager-100003008788130,Security Engineering Manager,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Middle,Endeavour Search Limited,http://www.endeavourasia.com/,30-09-2021,22-10-2021,['3956-1829'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Global company with strong Asia presence', 'Microsoft Power BI dashboard designing', 'Stable career development training provided']",/hk/en/job/business-intelligence-analyst-ms-power-bi-developing-reporting-in-house-perm-mnc-100003008778650,Business Intelligence Analyst - MS Power BI Developing & Reporting - In-house perm / MNC,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,1,0,0,1,3
Not Specified,Senior,Hudson,https://www.hudson.hk,27-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Product Management / Business Analyst, Others","['Global company', 'Competitive Package', 'APAC Exposure']",/hk/en/job/business-analyst-project-manager-global-retail-100003008769289,Business Analyst/Project Manager (Global Retail),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,4
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,02-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Product Management / Business Analyst","['Large User Base FS Digital Product', 'Innovative Disruption Product', 'Leadership Senior Executive']",/hk/en/job/head-of-digital-product-management-financial-services-group-100003008785575,Head of Digital Product Management - Financial Services Group,"Full Time, Permanent",Degree,HK$120K-160K/month,Data Scientist,0,140,0,0,1,0,0,0,15
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,01-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Software Development, Network & System","['Leadership Role', 'Cloud PaaS platform', 'DevOps Design and Architecture']",/hk/en/job/cloud-devops-technical-leader-paas-cloud-platform-100003008785135,Cloud DevOps Technical Leader - PaaS Cloud Platform,"Full Time, Permanent",Degree,HK$90K-120K/month,Data Scientist,0,105,0,0,1,0,0,0,12
Not Specified,Senior,Conners Consulting Limited,Not Specified,28-09-2021,22-10-2021,"['2851 7763', '3996 8090']",no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Retail Banking, Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead","['Develop/Govern systems architecture of application', ""Permanent post with full bank's benefits"", 'Less experience candidate will consider as SA']",/hk/en/job/senior-systems-analyst-100003008776444,Senior Systems Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,8
Not Specified,Middle,ConnectedGroup Limited,http://www.connectedgroup.com,30-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Security, Network & System","['CyberSecurity', 'Security and Risk Management', 'Insurance']",/hk/en/job/cybersecurity-analyst-fintech-100003008783910,"CyberSecurity Analyst, FinTech","Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,1
Not Specified,Senior,Hang Seng Bank Limited,http://bank.hangseng.com/1/2/about-us/careers/job-openings,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Network & System, Mobile / Wireless Communications","['Degree or above in related disciplines', 'Minimum 10 years solution architect experience', 'Proficiency in both English and Chinese']",/hk/en/job/senior-solution-architecture-cloud-and-innovation-100003008771429,Senior Solution Architecture - Cloud and Innovation,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,10
Not Specified,Middle,Sino Group,https://www.sino.com,30-09-2021,22-10-2021,0,no-email@email.com,Property Development,"Information Technology (IT), Software Development, Testing / QA, Network & System","['Manage, configurate and deploy servers', 'Degree holder in Computer Science or related', 'Over 5 years of relevant work experience']",/hk/en/job/senior-systems-engineer-ref%3A-sse-100003008784185,Senior Systems Engineer (Ref: SSE),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,5
Not Specified,Middle,DXC Technology Hong Kong Limited,Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software","['Must be hands-on in Java Programming and SQL', 'Experience in system analysis and design', 'Experience in Java Application Framework']",/hk/en/job/java-system-analyst-100003008773881,Java System Analyst,"Full Time, Permanent",Degree,HK$30K-45K/month,Data Scientist,1,37,0,0,0,0,0,1,3
Not Specified,Entry,HKBN Enterprise Solutions HK Limited,Not Specified,30-09-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Analyse, design and setup API integration in Mule', 'Review existing systems/ API design', 'Azure Function, AWS Lambda (SAM)']",/hk/en/job/api-developer-100003008784182,API Developer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,3
Not Specified,Entry,Big Dipper Studio Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development","['Focusing in PHP and SQL Development', 'Willing to try new technology', 'Share option will be offered to a real teammate']",/hk/en/job/web-developer-100003008776889,Web Developer,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Senior,DB Results Limited,Not Specified,30-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Project Management / Team Lead, IT Management","['5 days work week', '13 month', 'As a Team lead']",/hk/en/job/digital-lead-5-day-work-week-double-pay-100003008781023,Digital Lead (5-day work week & double pay),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,3
Not Specified,Senior,DXC Technology Hong Kong Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Product Management / Business Analyst","['Experience on pre-sales application solution', 'Experience on project management and development', 'Better to have manufacturin/lifescience background']",/hk/en/job/dxc-application-solution-architect-100003008776858,DXC Application Solution Architect,"Full Time, Permanent",Not Specified,HK$55K-70K/month,Data Scientist,0,62,0,0,0,0,0,1,7
Not Specified,Middle,HGC Global Communications Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System, Technical / Functional Consulting","['Degree holder in IT, Engineering', 'Practical IT knowledge', 'Telecom services and network solution experience']",/hk/en/job/assistant-solution-consultant-solution-consultant-100003008777056,Assistant Solution Consultant / Solution Consultant,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,3
Not Specified,Middle,HK01 Company Limited,https://www.hk01.com,28-09-2021,22-10-2021,0,no-email@email.com,Media/Publishing/Printing,"Media & Advertising, Account Servicing, Information Technology (IT), Product Management / Business Analyst, E-commerce, Product Management / Business Analyst","['Experience in digital ad operations', 'Programmatic ad networks exp. preferred', 'Great development opportunity, competitive package']",/hk/en/job/specialist-senior-specialist-ad-operations-ssp-dfp-programmatic-related-100003008774353,"Specialist/ Senior Specialist, Ad Operations (SSP/DFP/Programmatic related)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,2
Not Specified,Entry,Bureau Veritas Hong Kong Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Laboratory,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Global leader in testing industry', 'Training & Career Advancement Opportunities', '13th Month Salary, Performance Bonus']",/hk/en/job/it-business-analyst-100003008777463,IT Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,1,1
Not Specified,Middle,Ai Pu Jing Software Technology (Hong Kong) Co Limited,http://www.apjcorp.com.hk,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Others","['Min 6 yrs exp in App dev in web/mobile', 'Knowledge of Agile methodology / Scrum / Kanban', 'Min 3 yrs exp in Oracle DBA']",/hk/en/job/system-analyst-senior-system-analyst-scrum-100003008774397,System Analyst / Senior System Analyst (Scrum),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,1,6
Not Specified,Middle,The Hong Kong Jockey Club,http://www.hkjc.com,23-09-2021,22-10-2021,['2576-1987'],no-email@email.com,Athletics/Sports,"Information Technology (IT), Others","['University degree holder in Information Technology', 'At least 5+ years of hands on experience in system', 'Hands-on experience in Agile and ScrumMethodologie']",/hk/en/job/senior-analyst-it-solutions-itsws-100003008758850,Senior Analyst (IT Solutions) – ITSWS,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,5
Not Specified,Entry,ServiceOne Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Others","['1st Tier Support', 'Monitoring and managing to all installed systems', 'Basic Network administration']",/hk/en/job/data-centre-operator-100003008777758,Data Centre Operator,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Roctec Technology Limited,http://www.roctec.com.hk/,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Network & System, Technical / Functional Consulting","['Provide pre-sales and consultancy support', 'Holders of H3CSE, CCIE, CCNP, VMWare, Firewall etc', 'Extensive knowledge in IT infrastructure, TCP/IP']",/hk/en/job/senior-network-consultant-100003008777862,Senior Network Consultant,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,5
Not Specified,Entry,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,25-09-2021,22-10-2021,0,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"Information Technology (IT), Product Management / Business Analyst","['3+ yrs prior exp in Product Owner', 'In-depth knowledge of Agile process', 'Certified Product Manager is preferred']",/hk/en/job/product-owner-banking-100003008768347,Product Owner (Banking),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,3
Not Specified,Senior,Page Group Hong Kong,http://www.pagepersonnel.com.hk,30-09-2021,22-10-2021,['2258 3417'],no-email@email.com,Human Resources Management/Consultancy,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Project Management / Team Lead","['Career Progression Opportunity in Banking', 'Exposure to Sizeable Agile Projects', 'Competitive Salary and Benefits']",/hk/en/job/assistant-project-manager-regional-bank-100003008780972,Assistant Project Manager - Regional Bank,"Full Time, Permanent",Degree,HK$20K-30K/month,Data Scientist,0,25,0,0,0,0,0,0,2
Not Specified,Entry,Peplink International Limited,http://www.peplink.com,29-09-2021,22-10-2021,0,[],Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, UI/UX Designer","['5 days work, 2-month discretionary bonus', 'Passionate in technology and development', 'Degree holder, Min 2-3 years working experiences']",/hk/en/job/backend-developer-100003008779526,Backend Developer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,1,0,1,2
Not Specified,Entry,Talent Fields Hong Kong Company Limited,Not Specified,27-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management","['5 days work', 'Knowledge of Epics/User stories', 'Perform requirements collection and analysis']",/hk/en/job/senior-business-analyst-crm-it-system-focus-up-to-75k-permanent-100003008770360,Senior Business Analyst - CRM / IT System Focus (up to 75k permanent),"Full Time, Permanent",Degree,HK$55K-90K/month,Data Scientist,1,72,0,0,1,0,0,0,4
Not Specified,Middle,Robert Half,https://www.roberthalf.com.hk,29-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Others","['Retail banking', 'AML', 'Transaction monitoring']",/hk/en/job/aml-analyst-for-a-virtual-bank-100003008777441,AML Analyst  for a virtual bank,"Full Time, Permanent",Degree,HK$20K-30K/month,Data Scientist,1,25,0,0,0,0,0,0,1
Not Specified,Entry,Maxim's Caterers Limited,http://www.maxims.com.hk,27-09-2021,22-10-2021,0,no-email@email.com,Hospitality/Catering,"Admin & HR, HR Supporting Staff, Information Technology (IT), Product Management / Business Analyst","['Bachelor Degree (Fresh graduates are welcome)', 'Understand business partners’ needs and analyze', 'Prepare system requirements and specification']",/hk/en/job/business-analyst-hr-system-100003008771074,Business Analyst (HR system),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,1
Not Specified,Senior,Robert Walters (HK),http://www.robertwalters.com.hk,27-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Hardware, IT Project Management / Team Lead, Network & System","['Market industrial leader', 'Excellent project exposure', 'Good work-life balance']",/hk/en/job/it-infrastructure-director-data-analytics-100003008771902,IT Infrastructure Director - data analytics,"Full Time, Permanent",Degree,HK$70K-120K/month,Data Scientist,1,95,0,0,1,0,0,1,10
Not Specified,Senior,MY Consulting Group Limited,Not Specified,27-09-2021,22-10-2021,0,no-email@email.com,Others,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Five-day work week', 'Medical insurance', 'Performance bonus']",/hk/en/job/senior-analyst-programmers-systems-analyst-100003008566757,Senior Analyst Programmers / Systems Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,1
Not Specified,Middle,BOCI,http://www.bocigroup.com,29-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, IT Management","['Degree or diploma holder in Computer Science', 'Front Office system support experience preferred', 'FIX knowledge and client connectivity a plus']",/hk/en/job/application-support-front-office-1-year-renewable-contract-100003008779288,"Application Support, Front Office (1- year renewable contract)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,2
Not Specified,Middle,David James Recruitment Limited,Not Specified,28-09-2021,22-10-2021,['3619 9860'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Support, Technical / Functional Consulting","['2 Years+ Application Support experience', 'Good Python/Perl/Linux Scripting knowledge', 'C++/C# Programming is a Must']",/hk/en/job/front-office-trading-analyst-support-global-etrading-systems-hkd%2430-50k-bonus-100003008776219,Front Office Trading Analyst/Support – Global eTrading Systems – HKD$30-50k + Bonus,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,1,0,0,3
Not Specified,Entry,XY Capital Limited,Not Specified,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Others, Others, Student / Fresh Graduate / No Experience","['Degree in Computer Science preferred', 'Graduation year of 2023 or later', 'GPA of 3.2 or above']",/hk/en/job/spring-developer-internship-hong-kong-100003008770479,Spring Developer Internship - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Varadise Limited,Not Specified,25-09-2021,22-10-2021,0,no-email@email.com,Architecture/Building/Construction,"Information Technology (IT), Software Development, Security, Testing / QA","['Fast Growing Industry; Digital Transformation', 'Learn cutting-edge Digital Twin technology', 'Huge playground for you to actualize your ideas']",/hk/en/job/senior-backend-software-engineer-system-analyst-100003008768440,Senior Backend Software Engineer /System Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,1,0,1,0,1,3
Not Specified,Entry,Bank of China (Hong Kong) Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Analyst, Information Technology (IT), Product Management / Business Analyst, Network & System","['Lead technical proof of concepts', ""Provide technical support to the bank's AML system"", 'University degree in related discipline']",/hk/en/job/aml-system-analyst-analyst-programmer-100003008764141,AML System Analyst/Analyst Programmer,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,1
Not Specified,Middle,Bangkok Bank Public Co Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Network & System, Others","['Provide applications training to end users', 'University graduates in Computer Science', 'Skillful technique on developing IT solutions']",/hk/en/job/analyst-programmer-senior-programmer-ref%3A-osc-05-32-240-db-100003008779443,Analyst Programmer / Senior Programmer (Ref: OSC-05/32/240-DB),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,1,3
Not Specified,Middle,Alexis Services Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Product Management / Business Analyst","['Knowledge of PROGRESS, Web programming', 'Experience in system development & maintenance', 'collect user requirement & system design']",/hk/en/job/senior-analyst-programmer-information-technology-financial-institution-100003008778337,"Senior Analyst Programmer, Information Technology (Financial Institution)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,5
Not Specified,Entry,Hong Kong Securities and Investment Institute,http://www.hksi.org,28-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Design, Multi-media, Education, Others, Information Technology (IT), Application Specialist - Software","['Develop and manage digital learning projects', 'Prepare and develop, coordinate and administer UAT', 'Identify problems of digital learning tools']",/hk/en/job/digital-learning-developer-education-development-ref%3A-dld-edd-jb-062021-100003008773287,"Digital Learning Developer, Education & Development (Ref: DLD/EDD/JB/062021)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Computer Recruitment Consultants Limited,http://www.crcltd.com.hk,24-09-2021,22-10-2021,['2528-9091'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development","['8 yrs’ exp. in Application Design & implementation', 'Exp. on Application design / Oracle EBS', 'Linux/Unix Shell Scripts, Perl Script, PL/SQL']",/hk/en/job/system-analyst-senior-system-analyst-100003008766073,System Analyst / Senior System Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,8
Not Specified,Middle,A.S. Watson Retail (HK) Limited,https://www.aswatsoncareers.com/,24-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting, E-commerce, Software Development","['Suggest to optimize eCom operations efficiency', 'eCom system analyzing and trouble-shooting', 'Strong in SQL and programming']",/hk/en/job/it-business-analyst-retail-ecommerce-asia-market-100003008766555,"IT Business Analyst  - Retail eCommerce, Asia Market","Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,1,3
Not Specified,Entry,Links International,http://www.linksinternational.com/,28-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development","['Participate in Digital Transformation project', 'Take part in full SDLC project', 'Minimum 1 year hands-on Java development exp.']",/hk/en/job/analyst-programmer-java-100003008775305,Analyst Programmer (Java),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,1
Not Specified,Entry,TT Retail Solutions Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support","['Provide support on POS system & resolution to user', 'Assist in system integration & testing', 'Immediate availability is an advantage']",/hk/en/job/retail-solutions-coordinator-rps-100003008776859,Retail Solutions Coordinator (RPS),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,2
Not Specified,Entry,Café de Coral Group Limited,http://www.cafedecoral.com,23-09-2021,22-10-2021,0,no-email@email.com,Food and Beverage,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing","['Design, develop and test automation workflows', 'Hands-on experience on RPA tools e.g. UiPath', 'Knowledge in .Net, HTML, JavaScript']",/hk/en/job/analyst-programmer-100003008758062,Analyst Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,1,0,0,0,0,1,0,1,2
Not Specified,Middle,City University of Hong Kong,http://www.cityu.edu.hk,30-09-2021,22-10-2021,"['2788 1154', '3442 0311']",no-email@email.com,Education,"Building & Construction, Building / Construction / QS, Civil / Structural, Information Technology (IT), Technical / Functional Consulting","['Gratuity, leave, medical and dental schemes', 'Leading & supervising in-house building maintenanc', 'Bachelor’s degree/Higher Diploma']",/hk/en/job/senior-technical-officer-technical-officer-buildings-and-grounds-in-the-campus-development-office-100003008780701,Senior Technical Officer/Technical Officer (Buildings and Grounds) in the Campus Development Office,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,10
