Area,Career Level,Company,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Type,Job Title,YearsofExperience,Qualification,Salary,Search Term,jobtick_avgsalary,jobtick_Javascript,jobtick_HTML,jobtick_ReactJS,jobtick_engineerjobs,jobtick_developerjobs,jobtick_programmerjobs,Company Website,Job Link,Job Highlights,Job Functions
Not Specified,Middle,Randstad Hong Kong Limited,13-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Software Engineer (NodeJs/Java),2,Degree,HK$25K-45K/month,Software Engineer,35,0,0,0,1,0,0,http://www.randstad.com.hk,/hk/en/job/software-engineer-nodejs-java-100003008813922,"['An International healthcare group', 'NodeJS/VueJS/JAVA; CI/CD; Azure deployment', 'At least 2 years of experience']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,HKT,21-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent","Application Developer / System Analyst, Digital Solutions â€“ The Club",2,Degree,NotSpecified,Software Engineer,0,0,0,0,0,1,0,http://www.pccw.com,/hk/en/job/application-developer-system-analyst-digital-solutions-the-club-100003008831128,"['backend development', 'Micro-service API Design', 'Java Spring Boot & Spring Cloud']","Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development"
Not Specified,Entry,WCL Solution Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior Analyst Programmer (C#),2,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/senior-analyst-programmer-c-100003008831032,"['Hold Diploma or above', 'Team player and proactive', 'Excellent Growth Opportunity & Prospect']","Information Technology (IT), Application Specialist - Software, Support, Software Development"
Not Specified,Entry,Macroview Telecom Limited,12-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Engineer,1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,1,1,0,0,0,0,http://www.macroview.com,/hk/en/job/software-engineer-100003008809480,"['Experience with data schema and relational', 'Experience in database development', 'Java, JavaScript, SQL. Python & HTML']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Entry,Be Myjob Company Limited,13-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Software Engineering Junior Solutions Engineer ( UAT ),2,Degree,NotSpecified,Software Engineer,0,1,1,0,1,0,0,Not Specified,/hk/en/job/software-engineering-junior-solutions-engineer-uat-100003008813319,"['Good Team Player, Self-Motivated', 'APIs is a plus', 'Attractive Compensation Package']","Information Technology (IT), Support"
Not Specified,Entry,Pathsight Limited,13-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Software Engineer (QA and BA) up to 40k,1,Not Specified,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.pathsight.net/,/hk/en/job/software-engineer-qa-and-ba-up-to-40k-100003008814024,"['Banking, Finance, Fintech Experience  Welcome', '5-day, medical, dental, edu, bonus, bank holiday', 'Develop Your Own Career Path']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Testing / QA"
Not Specified,Middle,Infoware Systems Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior Analyst Programmer (Java Platform),3,Non-Degree Tertiary,NotSpecified,Software Engineer,0,1,1,0,0,0,1,http://www.infoware.com.hk,/hk/en/job/senior-analyst-programmer-java-platform-100003008836369,"['Develop Applications for Omni-Channel Retailers', 'Work as a Member of Development Team', 'Provide Support to Hong Kong & Asia Clients']","Information Technology (IT), Software Development"
Not Specified,Entry,JFE Consulting Limited,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Analyst Programmer / System Analyst (up to $55K!!),1,Not Specified,NotSpecified,Software Engineer,0,0,0,1,1,0,1,Not Specified,/hk/en/job/analyst-programmer-system-analyst-up-to-%2455k!!-100003008838414,"['Generous Bonus, Double Pay, Annual leaves', 'Competitive Salary and Great Benefits', 'Awesome Opportunity and Career Path Development']","Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing"
Not Specified,Entry,WCL Solution Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior Analyst Programmer (Java),2,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/senior-analyst-programmer-java-100003008831054,"['Hold Diploma or above', 'Team player and proactive', 'Excellent Growth Opportunity & Prospect']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Entry,Baleno Kingdom Limited,22-10-2021,22-10-2021,0,no-email@email.com,Mixed Industry Group,"Full Time, Permanent",Programmer / Analyst Programmer,2,Non-Degree Tertiary,NotSpecified,Software Engineer,0,1,0,0,0,0,1,http://www.baleno.com.hk,/hk/en/job/programmer-analyst-programmer-100003008838367,"['Assist to ERP & WMS systems', 'Programming experience, retail industry is a plus', 'Excellent working location']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Entry,PwC,19-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Full Time, Permanent",Senior Office 365 Engineer - GTS â€“ FCS,2,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/senior-office-365-engineer-gts-fcs-100003008824807,"['Development of automation scripts', 'Develop technical documentation', 'Deliver consistent process for incident']","Information Technology (IT), Support, Application Specialist - Network, Others"
Not Specified,Entry,Same Page Recruitment Co,21-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Python Programmer (5 days),1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/python-programmer-5-days-100003008833861,"['Experience in development projects', 'Interested in Python, Golang, latest technologies', 'Double pay, career development opportunities']","Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist"
Not Specified,Middle,Allystar Technoloy Co. Limited,22-10-2021,22-10-2021,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Full Time, Permanent",Algorithm Engineer,3,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/algorithm-engineer-100003008836128,"['Develop state-of-the-art IoT-based navigation sys.', 'Flexible working hours & Five working days', 'Medical and dental insurance']","Engineering, Electrical / Electronics, Telecommunication / Wireless / Radio, Information Technology (IT), Software Development"
Not Specified,Entry,Triangle Recruitment,12-10-2021,22-10-2021,0,['info @ trianglerecruit.com'],Human Resources Management/Consultancy,"Full Time, Permanent",Software Engineer (Node.js) (25K) (Ref016),1,Degree,NotSpecified,Software Engineer,0,0,0,0,1,0,0,http://www.trianglerecruit.com,/hk/en/job/software-engineer-node-js-25k-ref016-100003008811745,"['Competitive salary with attractive Talent Benefits', 'Open-minded and young working Style', 'Near MTR location']","Information Technology (IT), Application Specialist - Software, Software Development, Network & System"
Not Specified,Senior,Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),16-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Senior Lead Engineer / Lead Engineer, Software",1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.astri.org,/hk/en/job/senior-lead-engineer-lead-engineer-software-100003008806779,"['Software design, development and testing', 'Stable working environment with career path', 'R&D projects with good exposure, computer vision']","Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Senior,Lloyd Karson International Limited,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",IT Quality Assurance Manager (Software Testing / Auto QA Lead) (AI FinTech) (HKD40k â€“ 60k),5,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/it-quality-assurance-manager-software-testing-auto-qa-lead-ai-fintech-hkd40k-60k-100003008837641,"['Solid Experience in Software QA testing', 'Exposure to both manual & automation testing', 'Team leading exposure']","Banking / Finance, Others, Information Technology (IT), Testing / QA, Technical / Functional Consulting"
Not Specified,Senior,Hong Kong Applied Science and Technology Research Institute Company Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Senior Engineer (PI) / Engineer (PI), Digital IC Design",1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.astri.org,/hk/en/job/senior-engineer-pi-engineer-pi-digital-ic-design-100003008809718,"['Five-Day Work Week', 'Medical Insurance Provided', 'Science Park']","Engineering, Electrical / Electronics, Information Technology (IT), Software Development, Sciences, Lab, R&D, Research & Development (R&D)"
Not Specified,Entry,Automated Systems (HK) Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer (Java / React.JS),1,Degree,NotSpecified,Software Engineer,0,0,0,1,0,0,1,http://www.asl.com.hk,/hk/en/job/analyst-programmer-java-react-js-100003008831703,"['Java/ React.JS', '1+ years solid experiences', 'University graduate or above']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Senior,Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Senior Engineer (PI) / Engineer (PI), VR/AR",1,Degree,NotSpecified,Software Engineer,0,1,0,0,0,0,0,http://www.astri.org,/hk/en/job/senior-engineer-pi-engineer-pi-vr-ar-100003008795972,"['Five-Day Work Week, involve R&D projects', 'Medical Insurance Provided', 'Stable working environment']","Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Others, Student / Fresh Graduate / No Experience"
Not Specified,Middle,Realm Consultancy,22-10-2021,22-10-2021,0,no-email@email.com,Tourism / Travel Agency,"Full Time, Permanent",Programmer / Quant Analyst,1,Non-Degree Tertiary,HK$14K-25K/month,Software Engineer,19,1,0,0,1,0,1,Not Specified,/hk/en/job/programmer-quant-analyst-100003008835186,"['Strong programming skills in Python', 'Minimum 1 year work experience', 'Higher Diploma / Degree Holder']","Information Technology (IT), Software Development, Network & System, E-commerce, Supply Chain"
Not Specified,Entry,Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Research Assistant, Smart City (Multiple Positions)",1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.astri.org,/hk/en/job/research-assistant-smart-city-multiple-positions-100003008799068,"['Assist R&D project(s)', 'Smart City', 'Bachelor Degree']","Information Technology (IT), Application Specialist - Software, Hardware, Sciences, Lab, R&D, Research & Development (R&D)"
Not Specified,Entry,Bank of Communications Trustee Limited,21-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",System Support Engineer,3,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-support-engineer-100003008831490,"['Perform system support and maintain application', 'Degree in computer science, information technology', 'At least 3 years working experience']","Information Technology (IT), Support, Software Development, Network & System"
Not Specified,Entry,PMD Engineering Limited,12-10-2021,22-10-2021,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Full Time, Permanent",Software Engineer - (Javascript/Python),1,Not Specified,NotSpecified,Software Engineer,0,1,1,0,0,0,0,http://www.pmdcreate.com,/hk/en/job/software-engineer-javascript-python-100003008811473,"['Flexible Hours', 'Fresh Graduates are welcome to apply', 'Computer Science/Engineering degree is not needed']","Information Technology (IT), Support, Software Development"
Not Specified,Middle,Randstad Hong Kong Limited,21-10-2021,22-10-2021,['6053 2523'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",C++ Developer (VP Level) - trading desk,1,Degree,HK$70K-120K/month,Software Engineer,95,0,0,0,0,1,0,http://www.randstad.com.hk,/hk/en/job/c-developer-vp-level-trading-desk-100003008831664,"['Investment Bank', 'Trading Desk', 'Flexible working hours']","Information Technology (IT), Software Development"
Not Specified,Middle,GOGO TECH LTD,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",QA Automation Engineer,4,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/qa-automation-engineer-100003008830217,"['Work-Life Balance', 'Competitive Salary Package', 'Great Work Environment']","Information Technology (IT), Testing / QA"
Not Specified,Entry,GreySpark Partners (HK) Limited,15-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Junior/Graduate Software Developer (Capital Markets),1,Degree,NotSpecified,Software Engineer,0,1,1,0,0,1,0,http://greyspark.com,/hk/en/job/junior-graduate-software-developer-capital-markets-100003008816782,"['Immediate exposure within Capital Markets', 'Wide range of technologies', 'Fresh Grad welcomed']","Information Technology (IT), Software Development"
Not Specified,Middle,"Huawei Tech. Investment Co., Limited",12-10-2021,22-10-2021,0,no-email@email.com,Electronics/Electrical Equipment,"Full Time, Permanent",(Senior) Software Engineer / Principal Software Engineer,1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.huawei.com.cn,/hk/en/job/senior-software-engineer-principal-software-engineer-100003008809429,"['Bachelor degree or above in CS, EE', '5-10 years working experience', 'C/C++/Java/Python/Algorithm designs, data modeling']","Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Software Development, Sciences, Lab, R&D, Research & Development (R&D)"
Not Specified,Senior,Accentrix Company Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",System Analyst / Technical Consultant,6,Degree,HK$35K-60K/month,Software Engineer,47,1,0,0,1,0,0,http://www.accentrix.com/,/hk/en/job/system-analyst-technical-consultant-100003008833527,"['HK$35K â€“ 60K', 'Business Oriented, Technology Driven', 'Flexible Working Hours, Performance Bonus']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Entry,CL Technical Services Limited.,16-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",C# .Net Developer / Software Engineer,1,Not Specified,NotSpecified,Software Engineer,0,0,1,0,0,1,0,http://www.clts.com,/hk/en/job/c-net-developer-software-engineer-100003008817668,"['Hand-on C# .Net development exp', 'Experience in full SDLC', 'Friendly working environment']","Information Technology (IT), Application Specialist - Software, IT - Webmaster / SEO, Software Development"
Not Specified,Middle,Orient Overseas Container Line Limited (OOCL),15-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Full Time, Permanent",Technical Analyst - Embedded Systems Engineer,3,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.oocl.com,/hk/en/job/technical-analyst-embedded-systems-engineer-100003008814809,"['Participate in IoT product development and support', 'Perform data analysis for system improvement', '3 years development experience on embedded system']","Engineering, Electrical / Electronics, Others, Information Technology (IT), Technical / Functional Consulting"
Not Specified,Middle,CoverGo Limited,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Site Reliability Engineer (Insurtech),1,Not Specified,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/site-reliability-engineer-insurtech-100003008829590,"['Award-winning insurtech company', 'Fast growing career path', 'Friendly and dynamic working culture']","Information Technology (IT), Support, Software Development, Network & System"
Not Specified,Entry,EC Healthcare,19-10-2021,22-10-2021,0,no-email@email.com,Health & Beauty Care,"Full Time, Permanent",Analyst Programmer / Programmer,1,Not Specified,NotSpecified,Software Engineer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/analyst-programmer-programmer-100003008825366,"['In-house application development and documentation', 'Cloud solution development', 'PHP, Java, J2EE technology, Angular']","Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing"
Not Specified,Entry,PMAX Consultant Limited,20-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",System Developer / Software Developer / Analyst Programmer / Assistant System Analyst (5 days work),1,Non-Degree Tertiary,HK$25K-45K/month,Software Engineer,35,0,0,0,0,1,1,Not Specified,/hk/en/job/system-developer-software-developer-analyst-programmer-assistant-system-analyst-5-days-work-100003008828885,"['Hands on experience on System Development', 'Good team player', 'Good Programming Experience']","Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development"
Not Specified,Entry,Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),17-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Contract,Temporary","Principal Engineer, 5G/6G Protocol and Application Software Design",1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.astri.org,/hk/en/job/principal-engineer-5g-6g-protocol-and-application-software-design-100003008807473,"['5 days work with good career path', 'Government funded company with job security', 'R&D 5G/6G projects, computer networks and protocol']","Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications"
Not Specified,Entry,iAdvantage Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",System Engineer,2,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-engineer-100003008838087,"['Leading Data Centre in Hong Kong', 'Foster Professional Business Partnerships', 'Energetic and Flexible Working Environment']","Information Technology (IT), Support, Network & System, Others"
Not Specified,Middle,Freetech Road Recycling Technology (Holdings) Limited,09-10-2021,22-10-2021,0,no-email@email.com,Engineering - Others,"Full Time, Permanent",Analyst Programmer / Software Engineer,3,Degree,NotSpecified,Software Engineer,0,0,1,0,0,0,1,Not Specified,/hk/en/job/analyst-programmer-software-engineer-100003008805205,"['Analyst Programmer, Software Engineer, web', 'computer sciene, information technology javascript', 'C# C++ WebAPI, RESTful web services, HTML, CSS']","Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,Neo Land Entertainment Limited,19-10-2021,22-10-2021,0,[],Others,"Full Time, Permanent",Senior Programmer/Junior Analyst Programmer é«˜ç´šç¨‹åºå“¡/åˆç´šåˆ†æžå¸«ç¨‹åºå“¡,1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,1,0,1,Not Specified,/hk/en/job/senior-programmer-junior-analyst-programmer-%E9%AB%98%E7%B4%9A%E7%A8%8B%E5%BA%8F%E5%93%A1-%E5%88%9D%E7%B4%9A%E5%88%86%E6%9E%90%E5%B8%AB%E7%A8%8B%E5%BA%8F%E5%93%A1-100003008826894,"['1-3 Yr Exp', 'Medical, Performance bonus', 'Coding, Programming']","Information Technology (IT), Software Development"
Not Specified,Entry,Talent Fields Hong Kong Company Limited,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Systems Analyst / IT Programmer - Telecom Billing,1,Not Specified,NotSpecified,Software Engineer,0,1,0,0,0,0,1,Not Specified,/hk/en/job/systems-analyst-it-programmer-telecom-billing-100003008838419,"['Degree holder in Computer Science, Information Tec', A minimum of 5 years' experience in IT profession"""," 'Candidates with less qualification and experience']"""
Not Specified,Middle,BGC Group (HK) Limited,12-10-2021,22-10-2021,0,['paeonia.leung @bgc-group.com'],Human Resources Management/Consultancy,"Full Time, Permanent",QA Engineer / Software Tester (Automation),2,Matriculated,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.bgc-group.hk,/hk/en/job/qa-engineer-software-tester-automation-100003008811438,"['Experience in Automation Testing', 'Permanent Role in a Global Leading IT Company', 'Attractive Remuneration Package & Fringe Benefits']","Information Technology (IT), Software Development, Testing / QA, Technical / Functional Consulting"
Not Specified,Middle,Eclipse Trading,19-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Senior Low Latency C++ Developer,6,Degree,NotSpecified,Software Engineer,0,0,0,0,0,1,0,Not Specified,/hk/en/job/senior-low-latency-c-developer-100003008824218,"['Leadership in software design and implementation', 6 years' experience of C++ development on Linux"""," 'Attractive compensation package']"""
Not Specified,Entry,Central Business Information Limited,19-10-2021,22-10-2021,0,no-email@email.com,Research / Survey,"Contract,Temporary",Application Developer,1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,1,1,1,0,http://www.cbil.com.hk,/hk/en/job/application-developer-100003008824149,"['University Student', 'IT programming/intern experience', 'Immediate Available']","Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,JFE Consulting Limited,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",System Analyst (C/C++) | Fresh Grad welcome for Programmer | Up to 45k,1,Non-Degree Tertiary,HK$30K-45K/month,Software Engineer,37,0,0,0,0,0,1,Not Specified,/hk/en/job/system-analyst-c-c-%7C-fresh-grad-welcome-for-programmer-%7C-up-to-45k-100003008837167,"['Perm opportunity, In-house software development', 'Attractive Package, 5 days work week', 'Fresh Graduates are welcome']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Entry,Smartmore Corporation Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",AI Algorithm Engineer,1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/ai-algorithm-engineer-100003008837729,"['Start Up', 'Experience in AI', 'Friendly Environment']","Information Technology (IT), Software Development, Others"
Not Specified,Entry,Everway technology Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Java programmer,1,Matriculated,NotSpecified,Software Engineer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/java-programmer-100003008834266,"['Double Pay', 'Bouns', 'Provide accommodation']","Information Technology (IT), Application Specialist - Software, Software Development, Network & System"
Not Specified,Entry,In and In Management Limited,09-10-2021,22-10-2021,0,"['recruit @inanin.com', 'recruit @inanin.com']",Human Resources Management/Consultancy,"Full Time, Permanent",Software Engineer,1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,1,1,0,0,0,0,Not Specified,/hk/en/job/software-engineer-100003008802992,"['Software Engineer, Web Application Developer', 'Junior Programmer, Programmer', 'PHP, HTML5, CSS, SQL, Javascript etc.']","Information Technology (IT), Software Development"
Not Specified,Entry,Hutchison Telecommunications (Hong Kong) Limited,22-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Senior Software Analyst (Finance & HR Application),5,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/senior-software-analyst-finance-hr-application-100003008834795,"['Lead and perform program development', 'Maintain and enhance in-house FIN & HR application', 'Coordination with vendors and end-user teams']","Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting"
Not Specified,Entry,GrammyTech Limited,21-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Contract,Temporary",OutSystems Application Developer up to 30K,1,Non-Degree Tertiary,HK$25K-30K/month,Software Engineer,27,1,1,0,0,1,0,http://www.grammytech.com,/hk/en/job/outsystems-application-developer-up-to-30k-100003008833513,"['OutSystems', 'JavaScript, JQuery, CSS, HTML', 'REST and SOAP']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Middle,Protiviti Hong Kong,20-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Senior Analyst Programmer (Java) - Insurance - 40k - Contract,1,Degree,HK$35K-45K/month,Software Engineer,40,0,0,0,0,0,1,https://www.roberthalf.com.hk,/hk/en/job/senior-analyst-programmer-java-insurance-40k-contract-100003008828256,"['Java Development', 'Cloud exposure', 'Insurance exposure']","Information Technology (IT), Software Development"
Not Specified,Entry,i-CABLE Communications Limited,20-10-2021,22-10-2021,['2112 7841'],no-email@email.com,Entertainment/Recreation,"Full Time, Permanent","Analyst Programmer/ Programmer, HRMS",3,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,1,http://www.i-cable.com,/hk/en/job/analyst-programmer-programmer-hrms-100003008830625,"['Develop MIS systems', 'Experience in MS SQL Server, Visual Studio', 'Knowledge in Oracle Report, Forms, PL/SQL']","Information Technology (IT), Software Development, Testing / QA"
Not Specified,Middle,Soepay Limited,22-10-2021,22-10-2021,0,no-email@email.com,Trading and Distribution,"Full Time, Permanent",System Analyst (FinTech),5,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-analyst-fintech-100003008835856,"['5 days work', 'Performance Bonus', 'Good working location : Mong Kok']","Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications"
Not Specified,Entry,Automated Systems (HK) Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",QA Engineer / Tester x 2,1,Degree,NotSpecified,Software Engineer,0,1,0,0,0,0,0,http://www.asl.com.hk,/hk/en/job/qa-engineer-tester-x-2-100003008831694,"['Opportunities for your career promotion', 'Will have opportunities to try different projects', 'Become part of our talented and core team']","Information Technology (IT), Software Development, Testing / QA, Network & System"
Not Specified,Senior,Nikoyo (HK) Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Solutions Manager,5,Degree,NotSpecified,Software Engineer,0,0,1,0,0,0,0,http://www.nikoyo.com,/hk/en/job/software-solutions-manager-100003008834048,"['Software Architecture/Systems Integration', 'New technologies such as NLP, Machine Learning, AI', 'Process Improvement/Content Management']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, IT Management"
Not Specified,Middle,Hong Kong Broadband Network Limited,21-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent","System Analyst (ERP, Supply Chain & Backend System)",5,Degree,NotSpecified,Software Engineer,0,1,1,1,1,0,0,http://www.hkbn.net/2012/,/hk/en/job/system-analyst-erp-supply-chain-backend-system-100003008832102,"['Supply Chain & Backend System', 'Agile/Scrum approach', 'Application design; Database design']","Information Technology (IT), Software Development, Network & System, Others"
Not Specified,Entry,Pathsight Limited,20-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Programmer / Senior Programmer up to 28k (FG welcome),1,Not Specified,NotSpecified,Software Engineer,0,1,0,1,1,0,1,http://www.pathsight.net/,/hk/en/job/programmer-senior-programmer-up-to-28k-fg-welcome-100003008828888,"['5-day, Medical, Dental, Education Allowance', 'Openings of different industries', 'Bonus, Double Pay']","Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting, Technical Writing"
Not Specified,Middle,PCCW Media,21-10-2021,22-10-2021,['2827 8322'],no-email@email.com,Telecommunication,"Full Time, Permanent","Senior System Analyst / System Analyst / Analyst Programmer (MOOV), Hong Kong",5,Degree,NotSpecified,Software Engineer,0,0,0,0,1,0,1,http://www.pccw.com,/hk/en/job/senior-system-analyst-system-analyst-analyst-programmer-moov-hong-kong-100003008831769,"['Spring Boot, API Microservice, CI/CD, Java / J2EE', 'With People management experience is advantage', 'Medical benefit, Performance bonus, 5day work week']","Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting"
Not Specified,Entry,"JAC Recruitment Hong Kong Co., Limited",20-10-2021,22-10-2021,0,"['Daniel.ng @jac-recruitment.com', 'jac.hk @jac-recruitment.com1']",Human Resources Management/Consultancy,"Full Time, Permanent",System Analyst (Up to 35K),2,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,1,1,0,0,http://www.jac-recruitment.hk,/hk/en/job/system-analyst-up-to-35k-100003008828146,"['exp in financial app development is an advantage', 'knowledgeable in C#, .Net Framework, .Net Core', 'Good communication skills']","Information Technology (IT), Software Development"
