Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Entry,EIDEALINK LIMITED,http://www.eidealink.com,2021-10-20,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development","['Participate in large-scale re-development project', '5-days work, public holidays, medical benefits', 'Immediate available is preferred']",Programmer (Fresh Grad Position),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Alliance Computer Systems Limited,http://www.alliance.hk,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Testing / QA, Others","['1 min to Lai Chi Kok MTR station', '5 day work, 13 months salary', '2 years of relevant experience']",Analyst Programmer / Programmer (Backend),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Senior,Endeavour Search Limited,http://www.endeavourasia.com/,2021-10-15,2021-10-22,['3956-1828'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, IT Management, Network & System","['In-House / Perm / Regional', 'Network / Infrastructure Domain', 'Stable work culture']",Network Manager- In-House / Perm / APAC Role,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Entry,In Consulting Group Limited,Not Specified,2021-10-08,2021-10-22,0,no-email@email.com,Education,"Information Technology (IT), Hardware, Support, IT Management","['Tech.support, computer hardware & software install', '0 - 3 years of relevant experience.', '**Five-Day Work Week**']",IT Support Assistant (***Five-Day Work Week***),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Hong Kong Express Airways Limited,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Tourism / Travel Agency,"Information Technology (IT), IT - Webmaster / SEO, Security, Network & System","['Flexible Working Practices, WFH, Travel Benefits', 'Maintain daily IT web infrastructure operations', 'Develop a cost-effective web environment']","Assistant Manager, Web Infrastructure Operations","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,6
Not Specified,Middle,Accedo Broadband Asia Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Technical / Functional Consulting","['Global and multicultural workplace', 'Develop solutions for video service providers', 'Great career prospect and professional exposure']",Software Engineer - Solutions,"Full Time, Permanent",Non-Degree Tertiary,HK$35K-45K/month,Service Designer,40,0,0,0,0,0,0,0,3
Not Specified,Middle,Walters People (HK),http://www.walterspeople.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Security, Network & System, Technical / Functional Consulting","['Western Work Culture', 'Mature Team Work Spirit', 'Regional Exposure']",Network Security Engineer (Firewall),"Full Time, Permanent",Degree,HK$55K-70K/month,Service Designer,62,0,0,0,0,0,0,0,1
Not Specified,Middle,Hi-Speed Supply Chain Limited,Not Specified,2021-10-08,2021-10-22,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['Development of HR, WMS,TMS,CRM,Data WSH,API,etc', 'BI, Dashboard, and data warehouse development', 'Visualization with Power BI, Tableau or QlikView']",IT System Analyst,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Entry,Morgan McKinley,http://www.morganmckinley.com.hk,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Attractive remuneration package', 'Robotic Process Automation', 'Degree holder or above']",RPA Analyst/ Developer | Banking,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Nan Fung Development Limited,Not Specified,2021-10-22,2021-10-22,0,['hr @nanfung.com'],Property Development,"Information Technology (IT), IT Management, Product Management / Business Analyst, Testing / QA","['System implementation and rollout', 'Min 5 years relevant experience', 'Experience in Dynamic AX/D365 FO, ERP applications']",BUSINESS ANALYST (MICROSOFT DYNAMICS 365) (CONTRACT),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Michael Page,http://www.michaelpage.com.hk,2021-10-04,2021-10-22,['2258 3414'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Latest technology', 'Ownership of delivery', 'Global business functions']",Senior Engineer- Global Banking (Vice President grade),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Senior,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,2021-10-22,2021-10-22,['22810024'],['tracie_liang @ persolkelly.com'],Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development","['Technology, Property development, Software, coding', 'application, developer, backend, frontend,', 'fullstack, application development, software dev']",Senior Software Engineer / Software Engineer. – Hong Kong Listed Property Development Company,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,SEEK Asia (JobsDB),http://www.jobsdb.com,2021-10-19,2021-10-22,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), Software Development","['Our motto: Improving Lives through Better Careers', 'Company Values: We Care, We Aim High, We Deliver', 'Customized career development opportunities']",Head of Engineering - Channels,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,BIPO Service North Asia Limited,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development","['Multi-national environment, Fast-growing Fintech', 'GIT, CI/CD Tools e.g. Jenkins, TeamCity, CircleCI', 'Competitve package for the right talent']",DevOps Engineer - FinTech MNC,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Man Hing Hong Properties Company Limited,Not Specified,2021-10-08,2021-10-22,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), Product Management / Business Analyst, Others","['Application development and testing', 'Project control and vendor management', 'Stable working environment']",Business / System Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Morgan McKinley,http://www.morganmckinley.com.hk,2021-10-15,2021-10-22,['3907 3979'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development","['Global Fintech Company', 'High Performance Blockchain Technologies', 'Excellent Package + Benefits']",Senior Java Backend Engineer - Payments,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Robert Walters (HK),http://www.robertwalters.com.hk,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Network & System, Technical / Functional Consulting","['Reputable listed company', 'Exciting project exposure', 'Good team culture']",Presales Cloud Solution Architect - Global cloud vendor,"Full Time, Permanent",Degree,HK$55K-90K/month,Service Designer,72,0,0,0,0,0,0,0,5
Not Specified,Senior,Nikoyo (HK) Limited,http://www.nikoyo.com,2021-10-22,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, IT Management","['Software Architecture/Systems Integration', 'New technologies such as NLP, Machine Learning, AI', 'Process Improvement/Content Management']",Software Solutions Manager,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,EY,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Software Development","['Technology project management exposure', 'opportunity to study Tech MBA', 'Growth opportunities']","Consulting, Financial Services - Digital & Emerging Technologies - Technical Architect - Hong Kong","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Entry,David James Recruitment Limited,Not Specified,2021-10-11,2021-10-22,['3619 9860'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Security, Network & System, Others","['Regional exposure with Financial clients', 'Extensive Training + Security Products Exposure', 'Competitive Package + Performance Bonus']",Cyber Security Engineer / Specialist – Cybersecurity Consultancy – HKD$40k-55k,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Deloitte Global Services Limited,http://www.deloitte.com,2021-10-21,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Others","['data scientist', 'digital', 'tableau']",Consultant / Senior Consultant - Data Scientist - Digital - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,"CLPS Technology (Hong Kong) Co., Limited",Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Others","['4 years of work experience in software engineering', 'Deep understanding of HTML, CSS, and JavaScript', 'Familiar with vanilla JavaScript, popular frame']",Mobile/FE Delivery Engineer,"Contract,Temporary",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Entry,HKT,http://www.pccw.com,2021-10-15,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Software Development","['Java / Web application', 'Web Frontend', 'Backend application programming']",Senior Application Developer II,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Middle,Ewell Hong Kong Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support","['Server sizing and Presales support', 'Excellent Career Development', 'Flexible work hour ; 5-day work week']",IT Specialist,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,4
Not Specified,Entry,Integrated Enterprise Solutions Limited,Not Specified,2021-10-11,2021-10-22,"['3707 1611', '2833 5539']",no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Others, Mobile / Wireless Communications","['Degree holder in Computer Science or equivalent', '5-8 years relevant IT working experience', 'Setup of network equipment like Firewall']",Infrastructure Specialist,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,1
Not Specified,Senior,Seamatch Asia Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Product Management / Business Analyst, Software Development, Others","['PM,business analyst, system analyst and programmer', 'Web developer, mobile developer, project executive', 'Fresh Graduate, Junior, Senior all required']",Project Manager (76K) /System Analyst /Business Analyst /Data Analyst /Programmer / QA,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,China CITIC Bank International Limited,http://www.cncbinternational.com,2021-10-11,2021-10-22,0,no-email@email.com,Banking,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['Degree holder in Information Technology', '6 years’ experience in application software', 'Exposure to multiple computer platforms']",System Analyst (Channel Services),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,10
Not Specified,Senior,Welab Bank Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Financial Services,"Banking / Finance, Analyst, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['Data modelling, machine learning, deep learning', 'Generate innovative solutions', 'Drive and manage multiple projects']",Lead Data Scientist / Senior Data Scientist (Virtual Bank),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,1,1,0,0,0,0,1
Not Specified,Middle,Pactera (Hong Kong) Limited,Not Specified,2021-10-11,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['MS Dynamics, F&O, X++, Power Automate, Share Point', 'Finance and Operations, Dynamic AX 2012, GCP, AWS', 'Career development in Digital Media/Entertainment']",Senior Software Engineer (X++ / MS Dynamic F&O),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Deloitte Global Services Limited,http://www.deloitte.com,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","['BA/PM experience in Digital Transformation Project', 'Agile/Scrum Master/Project Management certifications is a must', 'Consultancy background is a plus']",Senior Consultant - Agile Coach - Digital - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Senior,Four Directions Limited,http://www.4d.com.hk,2021-10-19,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Sales, CS & Business Devpt, Account Servicing","['Development opportunities', '5-day work', 'Competitive remuneration']",Sales / Account Executive / Manager,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,DNA Recruit Partners Limited,Not Specified,2021-10-17,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, IT Management, Software Development","['Top Tier FMCG Group | Infrastructure', 'Citrix, VMware, vSAN, Exchange, O365', 'Attractive Package | Career Development']",Infrastructure & Operations Analyst (European Top-Tier Group | FMCG | Attractive Package),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Shanghai Commercial Bank Limited,http://www.shacombank.com.hk,2021-10-09,2021-10-22,0,no-email@email.com,Financial Services,"Banking / Finance, Others, Information Technology (IT), Others, Data Scientist","['Driving the development of data strategies', 'Development and optimization of data architect', 'Participation in Industry BigData Frameworks']",Data Analyst,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Middle,Lloyd Karson International Limited,Not Specified,2021-10-08,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, DBA, Data Scientist","['Design, build & maintain datawarehouse for Retail', 'Data-mapping / modeling, ETL process, Dashboard', 'MS Azure, MS SQL Server, SSIS, SSRS, SSAS, PowerBI']",Sr Data Analyst / Senior System Analyst – Data warehouse - Retail / FMCG (ETL / SSIS)(HKD40k – 50k),"Full Time, Permanent",Degree,HK$35K-55K/month,Service Designer,45,0,0,0,0,0,0,1,5
Not Specified,Senior,United Asia Finance Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), IT Project Management / Team Lead, Network & System, Technical / Functional Consulting","['Double pay and discretionary bonus', 'Lead, manage & implement Infrastructure projects', 'Bachelor Degree or above in Computer Science']","Associate Vice President, Infrastructure (FinTech and Innovation Department)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Senior,The Hong Kong Polytechnic University,Not Specified,2021-10-08,2021-10-22,['21100809'],no-email@email.com,Education,"Information Technology (IT), Application Specialist - Software, Network & System, Others","['Degree in Computer Science, Information Technology', 'At least seven years of solid working experience', 'Lead projects on the design, development, testing']",Assistant Manager (Applications Development),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,7
Not Specified,Entry,Laputa Technologies Limited,http://www.laputatech.com,2021-10-11,2021-10-22,0,['hr @laputatech.com.All'],Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA","['Leading cloud enterprise software development.', 'Degree with 1 yr exp. in coding/application dev.', '5 days work, Bonus, Medical, Study allowance']","Senior / Analyst Programmer - (RPA, Low Code, Java / C#, Multiple vacancies)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,1
Not Specified,Entry,PwC,Not Specified,2021-10-11,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Support, Security, Others","['Demonstrates courage and integrity', 'Lead and contribute to team success', 'Works hard to build and sustain relationships']",Systems Engineer - Associate (Cyber Fusion Center Analyst) - Global Technology Solutions - FCS,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,Expert Systems IVR (Asia) Co Limited,http://www.esi-asia.com,2021-10-11,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Testing / QA, Others, Student / Fresh Graduate / No Experience","['Opportunities\xa0to\xa0develop\xa0your\xa0career\xa0with\xa0us', '5 days work week, Year-end bonus', 'Proficiency in JavaScript,VUE.js, Laravel, Node.js']",Software Developer (Full time or Part Time),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,ACU Technology Limited,Not Specified,2021-10-15,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Testing / QA","['Fin-tech, Blockchain, exchange', 'Conducting QA on software systems', 'Immediate available is highly preferred']",Quality Assurance Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Alexis Services Limited,Not Specified,2021-10-15,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software","['React', 'Redux', 'Typescript and GraphQL']",React and Front End expert wanted - for DeFi Blockchain P2P Payment and CRM start up multi opening,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Dah Sing Financial Group,http://www.dahsing.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Software Development, Testing / QA, Network & System","['Review the systems and technical functionalities', 'University degree holder in Computer Science', 'At least 6 years of system development experience']","Manager, Technical Delivery (Core Banking Project)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Middle,Accedo Broadband Asia Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['MNC culture', 'APAC projects', 'Diverse team members']",Solution Architect OTT,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,1,0,0,0,0,0,1
Not Specified,Senior,EY,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), DBA, Security, Others","['Support data onboarding and service maintenance', 'Experience on cyber incident response', 'Experience in a consulting environment i']",Consulting - Cyber Security - Cyber Threat Management - Senior Associate - Hong Kong,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,SabeTech Technology Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), DBA, Software Development, Data Scientist","['3yrs experience or above, public cloud', 'Good sense in data science and business analysis', '5 days, 14months salary']",(Senior) Database Administrator (DBA),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Entry,HKT,http://www.pccw.com,2021-10-14,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Software Development","['Software Applications', 'Java / Web application projects', 'Fresh Graduate Welcome']",Application Developer,"Full Time, Permanent",School Certificate,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Senior,Recruit Logic Limited,Not Specified,2021-10-14,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Fastest Growing Fintech - now a Unicorn!', 'Backend (Java 8/ Core Java), Kotlin, Microservies', 'Exp in Internet application / financial system']","Senior Software Engineer, Backend (Java 8/ Core Java), MNC Fintech, 60k+","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,2021-10-06,2021-10-22,"['2504 6372', '90402328']",no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Good remuneration package', '5-day work', 'High Dip/Degree in IT, Computer Science or related']",Junior Programmer/Programmer (Java / ASP.Net),"Contract,Temporary",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Creasant Digital Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA","['Experience in responsive web development', 'Experience in Vue.js, Node.js, CSS and SCSS', '5 day working']",Frontend Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Senior,Chong Hing Bank Limited,Not Specified,2021-10-21,2021-10-22,0,no-email@email.com,Banking,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Others","['Manage the full cycle and all stage of projects', 'Track and manage project budgets', 'Minimum 8 years of working experience']",Project Manager / Assistant Project Manager – IT Project Management Office,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Senior,Global Talent Services Limited,http://www.global-talents.com,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development","['C#.NET system development', 'Large firm', 'Attractive package and good career development']","System Analyst / Analyst Programmer  (C#.NET, in-house) (Ref:GTS_EW)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Chief Group Limited,http://www.chiefgroup.com.hk,2021-09-30,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Working experience in C# application development', 'Proficient in MSSQL, familiar with ASP.NET MVC', 'Database design and implementation']",Analyst Programmer / Senior Programmer (C#),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Xensetech Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Architecture/Building/Construction,"Building & Construction, Building / Construction / QS, Information Technology (IT), Others","['CCBM/ CCBC', 'Competitive package', 'Family care leave']",BIM Scientist / Chief BIM Scientist,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,1
Not Specified,Senior,Sing Tao Management Services Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), Product Management / Business Analyst, Software Development, Others","['Project engineering documentation processing', 'Manage project deliverables', '3+ years experience in IT product development']",Senior Project Manager / Project Manager (New Media Business),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,ACU Technology Limited,Not Specified,2021-10-08,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['IT Security Manager', '7-year working experience', 'Fintech']",IT Security Manager,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,1,0,0,0,1,1
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,2021-10-21,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Testing / QA","['2-5 yrs exp. in operations and system integration', 'Window Servers, Active Directory, Office 365', '5-day work, non-shift (9am-6pm)']",(Senior) System Engineer,"Contract,Temporary",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,EY,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Security","['Technology Consulting', 'Penetration Testing', 'OSCP/OSCE/GPEN']",Consulting - Technology Consulting - Cyber Security - Senior/Staff Associate (Penetration Testing),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,3
Not Specified,Middle,Primetech Technology Limited,http://www.primetech.com.hk,2021-10-09,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Management, Network & System","['5-day work, Performance bonus', 'Work for Global organization', 'Attractive career exposure']",AIX / UNIX / LINUX Administrator (Banking industry),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,1,0,0,0,2
Not Specified,Middle,Blue Cross (Asia-Pacific) Insurance Limited,http://www.bluecross.com.hk,2021-10-05,2021-10-22,0,no-email@email.com,Insurance/Pension Funding,"Information Technology (IT), Application Specialist - Software, Network & System","['ASP.Net, C#, LINQ, MS SQL', 'Java Script, JQuery and HTML5', 'Min 4 years experience']",Senior Analyst Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Senior,Deloitte Global Services Limited,http://www.deloitte.com,2021-10-12,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Technical / Functional Consulting","['Technical Lead', 'Web Application/ Mobile Architecture/ CMS', 'Consultancy background is a plus (In-house will also consider)']",Senior Consultant/Manager - Technical Lead (CMS/Mobile/Web) - Deloitte Digital - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,1,0,1,0,0,4
Not Specified,Senior,Mirum Hong Kong,https://mirumhongkong.com/,2021-10-18,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","['Top digital agency with global network & exposure', 'The incubator for all-rounded digital experts', 'Best innovative digital firm in the region']",Assistant Project Manager / Project Manager,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Senior,Mirum Hong Kong,https://mirumhongkong.com/,2021-10-18,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","['Top digital agency with global network & exposure', 'The incubator for all-rounded digital experts', 'Best innovative digital firm in the region']","Senior Manager, Digital Solutions & Projects","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Senior,Wellesley Associates Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Security, Network & System","['Cloud transformation & Multi-hybrid', 'Senior Manager - Cloud Business Technology', 'Digital Innovative Arm']","Senior Manager, Business Technology - Cloud/Digital/Security/DevOps/Strategy -  MNC/Perm","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Citylife Brokers Company,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Information Technology,"Sales, CS & Business Devpt, Business Development, Customer Service - Manager, Information Technology (IT), IT Project Management / Team Lead","['Attractive commission scheme / No Cold Cal', '5 working days / Good salary / Commission', 'Experience preferred, English and Chinese required']","Business Development Consultant , IT project manager,Sales, - Web design (Ecommerce)","Full Time, Permanent",School Certificate,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Entry,Hong Kong Productivity Council,http://www.hkpc.org,2021-10-04,2021-10-22,0,no-email@email.com,Management Consultancy/Service,"Information Technology (IT), Support, Security, Others","['5-day work week; MPF Top-up and dental benefit', 'Design and deliver cyber security training', '2 years of relevant working experience']",Security Analyst (Infrastructure and Operation Consultancy Services),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
